source sentence;simplified sentence;run_id;snt_id;No error;Random generation;Syntax error;Contradiction;Simple punctuation / grammar errors;Redundancy;Format misalignement;Prompt misalignement;Out-of-Scope Generation;Topic shift;Oversimplification of Logical Arguments;Overgeneralization;Loss of Informative Content;Factuality hallucination;Faithfulness hallucination;Commentaire
Therefore, in order to improve the effectiveness of preventing false information, we need to consider the effect of topics in information dissemination.In this paper, we study the problem of misinformation blocking which considers topics of misinformation sources by removing a set of nodes, called MTMB problem.;"""When we want to stop bad information from spreading, we need to think about what kinds of things people are talking about.""";UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_4;FAUX;False;False;False;False;False;False;False;True;False;False;False;True;False;True;
We show that MTMB is NP-hard and the objective function is a monotone and submodular function.;"""The problem is hard to solve and the answer can't be changed once it's given.""";UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_5;FAUX;False;False;False;False;False;False;False;True;False;False;False;True;False;True;
Based on that, we propose a Greedy Algorithm (GA), which provides a approximation ratio of $\left( {1 - 1/\sqrt e } \right)$.;"""Let's use a special way to solve a problem that's not perfect, but it's close enough!""";UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_6;FAUX;False;False;False;False;False;False;False;True;False;True;False;True;False;True;
We further propose a Scalable Greedy Algorithm (SGA), an efficient algorithm based on speeding up the GA by effective estimating the objective function.;"""We made a special way to solve a problem that's fast and good.""";UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_7;FAUX;False;False;False;False;False;False;False;False;False;False;True;True;False;False;
Experiments are conducted on networks showing the effectiveness and running time of the proposed algorithms which outperform other methods.;"""Special computer tests help us know which way to solve problems is the best and how long it takes.""";UZH_Pandas_Task3.1_selection_with_sle;G07.1_2992149285_8;FAUX;False;False;False;False;False;False;False;False;False;False;True;True;False;False;
We present a simple and efficient mathematical framework suitable for generating motion in the context of a variety of robotic motion tasks ranging from low-level motor control up to high-level locomotion planning.;We have a way to make robots move around in different ways.;UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_1;FAUX;False;False;False;False;False;False;False;False;False;False;True;True;False;False;
Our concept is based on a one-dimensional second-order model that allows analytic computation of its inverse dynamics while respecting physical constraints.;We're talking about a special way to understand something that's one step long, like a line. We can use math to figure out what happens when we flip it around, and we make sure we don't break any rules.;UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_2;FAUX;False;False;False;False;False;False;False;True;False;False;False;True;False;True;particulièrement difficile car on sent bien qu'il tourne autour des notions de la source, il la contradit pas vraiment mais il bredouille autour et j'héiste entre 'out of scope' et 'faithfulness hallicination'
This makes it a particularly useful tool for tasks that are expressed only as a start and goal state, such as animation key frames or way points in path planning.;It helps us plan a path from start to finish.;UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_3;FAUX;False;False;False;False;False;False;False;False;False;True;False;False;False;False;je suis très hésitant : c'est intuitivement trop simplifié mais ça n'aboutie pas à quelque chose de faux ..
By means of time synchronization, the model extends easily to an arbitrary number of dimensions in a way that the target is reached in all dimensions at the same time.;Things happen at the same time in many directions.;UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_4;FAUX;False;False;False;False;False;False;False;False;False;True;True;True;False;False;
The framework excels in terms of execution time, which lies in the microsecond range even for high-dimensional trajectory generation tasks.;"""The special tool can do tasks quickly, even with big and complicated paths.""";UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_5;FAUX;False;False;False;False;False;False;False;False;False;False;True;True;False;False;
We demonstrate our method in two different settings â full-body trajectory generation and path planning â and show its benefits in comparison with current state-of-the-art algorithms.;We show how our special way of doing things is better than others in two different situations: making plans for moving a whole body and planning a path to get somewhere.;UZH_Pandas_Task3.1_selection_with_sle;G10.1_2771327140_6;VRAI;False;False;False;False;False;False;False;False;False;False;False;False;False;False;
Identifying antimicrobial resistant (AMR) bacteria in metagenomics samples is essential for public health and food safety.;"Finding the bad guys that make us sick, like super-strong germs, in special kinds of soil samples is super important for keeping us all safe and healthy.

(Here, ""antimicrobial resistant"" means that some germs are extra strong and don't get better when we use special medicines to make them go away. ""Metagenomics samples"" are special kinds of soil samples that have lots of tiny tiny things, like germs, inside them. ""Public health"" means keeping everyone in the community safe and healthy, and ""food safety"" means making sure our food is clean and won't make us sick.)";UZH_Pandas_Task3.1_5Y_target_with_cot;G04.3_2941964798_1;FAUX;False;False;False;False;False;False;False;True;False;False;False;True;False;True;difficile d'affirmer que cela contredit le texte initial donc j'hésite pour C2
Next-generation sequencing (NGS) technology has provided a powerful tool in identifying the genetic variation and constructing the correlations between genotype and phenotype in humans and other species.;"Here's a simplified version of the sentence:

""Scientists have created a super cool tool called ""Next-generation sequencing"" that helps us understand how our bodies work. It's like a special camera that can look really closely at the tiny instructions inside our bodies called ""genes"". These genes are like blueprints that tell our bodies what to do and how to grow. The camera can take pictures of these blueprints and help us figure out why some people might be sick or have special traits. It's super powerful and helps us understand humans and other animals better!""";UZH_Pandas_Task3.1_5Y_target_with_cot;G04.3_2941964798_2;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;True;difficile d'affirmer que cela contredit le texte initial donc j'hésite pour C2
a Bayesian framework for genotype estimation for mixtures of multiple bacteria, named as Genetic Polymorphisms Assignments (GPA) has reduced the false discovery rate (FDR) and mean absolute error (MAE) in single nucleotide variant (SNV) identification.;"Scientists have a special way to figure out what kind of tiny things called bacteria are living inside our bodies. They wanted to get better at finding these tiny things, so they made a new way called Genetic Polymorphisms Assignments (GPA). It's like having a special map to find the right kinds of bacteria.

When we're trying to find these tiny bacteria, we might accidentally say something is there that really isn't. That's called a false discovery. The scientists wanted to make sure they weren't making those mistakes. So, they tested their new way (GPA) and saw that it actually helps us find the right bacteria better! This means fewer mistakes and fewer times saying something is there when it's not.

The scientists also wanted to know how close their new way was to the correct answer. They used something called single nucleotide variant (SNV) to measure how close it was. It's like taking a snapshot of what's inside our bodies. The new way (GPA) got better at taking those snapshots, and that's good news for scientists trying to understand our bodies and how to keep us healthy!";UZH_Pandas_Task3.1_5Y_target_with_cot;G04.3_2941964798_3;FAUX;False;False;False;False;False;False;False;True;False;False;False;False;False;False;celui-là il est vraiment fameux, j'ai également hésité pour C2 mais là je ne l'ai pas mis.
Abstract The ability of mobile service robots to efficiently search for a person is needed in a vast domain of applications.;"""The ability of mobile robots, which are robots that can move around on their own, to efficiently search for people is needed in a wide range of applications, such as finding missing individuals, locating people in emergency situations, or tracking down suspects.""

In this sentence, the complex term ""mobile service robots"" is broken down into its simpler components: ""mobile robots"" and ""service"", which are then explained in a way that is easy to understand.";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_1;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;pour le 'Topic Shift', j'ai considéré que le fait d'expliquer ce qu'il avait simplifier relevait de la tâche (pas sur)
The search problem is especially challenging when the user is freely moving across the environment, the robot has only a constrained field of view, and visibility constraints arise from the environment.;"""When a user is moving freely in an environment, and the robot can only see a limited area at a time, and the environment itself blocks or hides certain areas, the problem of finding the user becomes very difficult for the robot.""

In this simplified sentence, I explained the following complex terms:

* ""Constrained field of view"": This means that the robot can only see a limited area at a time, like a narrow tunnel or a small window.
* ""Visibility constraints"": These are the things in the environment that block or hide certain areas, making it harder for the robot to see the user.";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_2;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;pour le 'Topic Shift', j'ai considéré que le fait d'expliquer ce qu'il avait simplifier relevait de la tâche (pas sur)
We propose in this article a novel approach that simulates the userâs presence at different locations in the environment based on a hidden Markov modelÂ (HMM).;"""We propose a new way to simulate where a person is in the environment based on a special kind of mathematical model that predicts the likelihood of being at different locations, called a hidden Markov model (HMM). A hidden Markov model is a type of statistical model that uses probability to describe a sequence of events. In this case, it helps us understand where someone is likely to be at different locations, such as a home, office, or park.""";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_3;FAUX;False;False;False;False;False;False;False;True;False;False;False;False;False;False;
The HMM predicts the userâs motion and computes the observability likelihood at the different locations given the predictions.;"Here's the simplified sentence:

The Hidden Markov Model (HMM) predicts where the user is moving and calculates the likelihood that we can observe what's happening at each location, based on those predictions.

Let me break it down:

* ""Hidden Markov Model"" is a statistical approach used to model and predict sequences of states or events. Think of it like a ""hidden"" (or not directly observable) state machine that tries to guess the user's next move.
* ""Predicts the user's motion"" means the HMM tries to figure out where the user is going, like what their next step or gesture might be.
* ""Computes the observability likelihood at the different locations"" means the HMM calculates the probability that we can observe what's happening at each location, like whether we can see what the user is doing or not.";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_4;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;
Our approach then selects effective search locations that maximize the userâs expected observability.;"""Our approach chooses the best places to search that will give the user the highest chance of finding what they're looking for.""

Let me explain the complex terms:

* ""Effective search locations"" refers to the best places to look for something, like a specific location on a map or a specific database to search.
* ""Maximize the user's expected observability"" means to give the user the highest chance of finding what they're looking for. ""Observability"" is the ability to find or detect something, and ""expected"" means the chance or probability of finding it.";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_5;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;
The selection criterion hereby considers the visibility constraints along the robotâs path as well as the robotâs travel time to reach the search location.;"The selection criterion considers the limitations of what the robot can see along its route, as well as how long it takes the robot to get to the search location.

(Note: I've broken down the sentence into simpler language, explaining complex terms like ""visibility constraints"" as ""limitations of what the robot can see"" and ""travel time"" as ""how long it takes"".)";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_6;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;
We performed both real-world and extensive simulated experiments to evaluate our method.;"""We tested our approach by conducting experiments in real-life situations, as well as creating detailed computer simulations to see how well it worked.""

(Note: I broke down the complex term ""extensive simulated experiments"" into ""creating detailed computer simulations"", and rephrased the sentence to make it more accessible to a general audience.)";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_7;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;
In comparison to a greedy maximum coverage approach as well as to a greedy strategy that uses background information, we show that our framework leads to a significant reduction of the time needed to find the user.;"Here's a simplified sentence that explains complex terms directly:

""We demonstrate that our framework outperforms traditional methods, such as greedy maximum coverage and greedy strategies that utilize background information, by significantly reducing the time it takes to identify the user's preferences. In this context, 'greedy maximum coverage' refers to an approach that quickly finds solutions but may not be the most efficient, whereas 'background information' means knowledge about the user's habits and behaviors that can inform the search process.""

Note: I've removed the technical terms like ""approach"", ""strategy"", and ""find the user"" and replaced them with more descriptive language to make the sentence easier to understand. I've also added explanations for the terms ""greedy maximum coverage"" and ""background information"" within the sentence.";UZH_Pandas_Task3.1_simple_with_cot;G10.1_2912816339_8;FAUX;False;False;False;False;False;False;False;True;True;False;False;False;False;False;
